Mon, 03 May 2021 11:03:33 GMT | INFO | |Connected|server.js|server|ServerConnection|3024 | |
Mon, 03 May 2021 11:04:56 GMT | DEBUG |d561e916-ed8b-4f13-bf17-372fe4acca4b |POST|enrollmentProductBackend|postProductInfo|Success|{"affectedRows":1,"insertId":15,"warningStatus":0} | |
Mon, 03 May 2021 11:04:56 GMT | INFO |d561e916-ed8b-4f13-bf17-372fe4acca4b |POST|enrollmentProductBackend|postProductInfo|Exits| | |
Mon, 03 May 2021 11:05:03 GMT | INFO |cd51f1e0-9a28-47b0-a0db-e47328f24f48 |GET|enrollmentProductBackend|getProductInfo|Begins|/v1/products |{"x-trace-id":"cd51f1e0-9a28-47b0-a0db-e47328f24f48","host":"localhost:3024"} |
Mon, 03 May 2021 11:05:03 GMT | DEBUG |cd51f1e0-9a28-47b0-a0db-e47328f24f48 |GET|enrollmentProductBackend|getProductInfo|Success|[{"id":1,"product_name":"Mug","description":"Coffee Mug","cost":100,"date_manu":"2021-04-30T18:30:00.000Z"},{"id":2,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"},{"id":3,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"},{"id":4,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"},{"id":5,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"},{"id":6,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"},{"id":7,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"},{"id":8,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"},{"id":9,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"},{"id":10,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"},{"id":14,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"},{"id":15,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"}] | |
Mon, 03 May 2021 11:05:03 GMT | INFO |cd51f1e0-9a28-47b0-a0db-e47328f24f48 |GET|enrollmentProductBackend|getProductInfo|Exits| | |
Mon, 03 May 2021 11:05:21 GMT | INFO |c02ba702-8abc-443e-8ec4-40c2f8795c70 |DELETE|enrollmentProductBackend|deleteProductInfo|Begins|{"productName":"Mug","description":"coffee mug","cost":"44"} |{"x-trace-id":"c02ba702-8abc-443e-8ec4-40c2f8795c70","host":"localhost:3024","content-type":"application/json","content-length":"60"} |
Mon, 03 May 2021 11:05:21 GMT | DEBUG |c02ba702-8abc-443e-8ec4-40c2f8795c70 |DELETE|enrollmentProductBackend|deleteProductInfo|Success|{"affectedRows":1,"insertId":0,"warningStatus":0} | |
Mon, 03 May 2021 11:05:21 GMT | INFO |c02ba702-8abc-443e-8ec4-40c2f8795c70 |DELETE|enrollmentProductBackend|deleteProductInfo|Exits| | |
Mon, 03 May 2021 11:05:45 GMT | INFO | |Connected|server.js|server|ServerConnection|3024 | |
Mon, 03 May 2021 11:05:45 GMT | INFO | |Connected|dbConnection.js|DBConnection|DBConnection|DataBase Connected | |
Mon, 03 May 2021 11:05:52 GMT | INFO |d4957542-4201-4cfa-a859-b8a5b51919c1 |DELETE|enrollmentProductBackend|deleteProductInfo|Begins|{"productName":"Mug","description":"coffee mug","cost":"44"} |{"x-trace-id":"d4957542-4201-4cfa-a859-b8a5b51919c1","host":"localhost:3024","content-type":"application/json","content-length":"60"} |
Mon, 03 May 2021 11:05:52 GMT | DEBUG |d4957542-4201-4cfa-a859-b8a5b51919c1 |DELETE|enrollmentProductBackend|deleteProductInfo|Success|{"affectedRows":1,"insertId":0,"warningStatus":0} | |
Mon, 03 May 2021 11:05:52 GMT | INFO |d4957542-4201-4cfa-a859-b8a5b51919c1 |DELETE|enrollmentProductBackend|deleteProductInfo|Exits| | |
Mon, 03 May 2021 11:05:56 GMT | INFO |bf244cb2-9c62-46c2-b8df-f128ad4b7712 |GET|enrollmentProductBackend|getProductInfo|Begins|/v1/products |{"x-trace-id":"bf244cb2-9c62-46c2-b8df-f128ad4b7712","host":"localhost:3024"} |
Mon, 03 May 2021 11:05:56 GMT | DEBUG |bf244cb2-9c62-46c2-b8df-f128ad4b7712 |GET|enrollmentProductBackend|getProductInfo|Success|[{"id":1,"product_name":"Mug","description":"Coffee Mug","cost":100,"date_manu":"2021-04-30T18:30:00.000Z"},{"id":2,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"},{"id":3,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"},{"id":4,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"},{"id":5,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"},{"id":6,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"},{"id":7,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"},{"id":8,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"},{"id":9,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"},{"id":10,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"}] | |
Mon, 03 May 2021 11:05:56 GMT | INFO |bf244cb2-9c62-46c2-b8df-f128ad4b7712 |GET|enrollmentProductBackend|getProductInfo|Exits| | |
Mon, 03 May 2021 11:06:05 GMT | INFO |723632a1-af34-4764-a1f7-e774dcf76b96 |DELETE|enrollmentProductBackend|deleteProductInfo|Begins|{"productName":"Mug","description":"coffee mug","cost":"44"} |{"x-trace-id":"723632a1-af34-4764-a1f7-e774dcf76b96","host":"localhost:3024","content-type":"application/json","content-length":"60"} |
Mon, 03 May 2021 11:06:05 GMT | DEBUG |723632a1-af34-4764-a1f7-e774dcf76b96 |DELETE|enrollmentProductBackend|deleteProductInfo|Success|{"affectedRows":1,"insertId":0,"warningStatus":0} | |
Mon, 03 May 2021 11:06:05 GMT | INFO |723632a1-af34-4764-a1f7-e774dcf76b96 |DELETE|enrollmentProductBackend|deleteProductInfo|Exits| | |
Mon, 03 May 2021 11:06:09 GMT | INFO |d1f524e5-15c5-4233-99c5-3d1a031ab786 |GET|enrollmentProductBackend|getProductInfo|Begins|/v1/products |{"x-trace-id":"d1f524e5-15c5-4233-99c5-3d1a031ab786","host":"localhost:3024"} |
Mon, 03 May 2021 11:06:09 GMT | DEBUG |d1f524e5-15c5-4233-99c5-3d1a031ab786 |GET|enrollmentProductBackend|getProductInfo|Success|[{"id":1,"product_name":"Mug","description":"Coffee Mug","cost":100,"date_manu":"2021-04-30T18:30:00.000Z"},{"id":2,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"},{"id":3,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"},{"id":4,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"},{"id":5,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"},{"id":6,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"},{"id":7,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"},{"id":8,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"},{"id":9,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"}] | |
Mon, 03 May 2021 11:06:09 GMT | INFO |d1f524e5-15c5-4233-99c5-3d1a031ab786 |GET|enrollmentProductBackend|getProductInfo|Exits| | |
Mon, 03 May 2021 11:41:49 GMT | INFO | |Connected|server.js|server|ServerConnection|3024 | |
Mon, 03 May 2021 11:41:49 GMT | INFO | |Connected|dbConnection.js|DBConnection|DBConnection|DataBase Connected | |
Mon, 03 May 2021 11:42:03 GMT | INFO |151a02d1-be01-4323-8882-1fd323f22fbc |DELETE|enrollmentProductBackend|deleteProductInfo|Begins|{"productName":"Mug","description":"coffee mug","cost":"44"} |{"x-trace-id":"151a02d1-be01-4323-8882-1fd323f22fbc","host":"localhost:3024","content-type":"application/json","content-length":"60"} |
Mon, 03 May 2021 11:42:03 GMT | DEBUG |151a02d1-be01-4323-8882-1fd323f22fbc |DELETE|enrollmentProductBackend|deleteProductInfo|Success|{"affectedRows":1,"insertId":0,"warningStatus":0} | |
Mon, 03 May 2021 11:42:03 GMT | INFO |151a02d1-be01-4323-8882-1fd323f22fbc |DELETE|enrollmentProductBackend|deleteProductInfo|Exits| | |
Mon, 03 May 2021 11:42:04 GMT | INFO |1fda6358-6640-4441-b3f8-06ed8fbd0293 |DELETE|enrollmentProductBackend|deleteProductInfo|Begins|{"productName":"Mug","description":"coffee mug","cost":"44"} |{"x-trace-id":"1fda6358-6640-4441-b3f8-06ed8fbd0293","host":"localhost:3024","content-type":"application/json","content-length":"60"} |
Mon, 03 May 2021 11:42:04 GMT | DEBUG |1fda6358-6640-4441-b3f8-06ed8fbd0293 |DELETE|enrollmentProductBackend|deleteProductInfo|Success|{"affectedRows":1,"insertId":0,"warningStatus":0} | |
Mon, 03 May 2021 11:42:04 GMT | INFO |1fda6358-6640-4441-b3f8-06ed8fbd0293 |DELETE|enrollmentProductBackend|deleteProductInfo|Exits| | |
Mon, 03 May 2021 11:42:05 GMT | INFO |3f1223db-da0d-4820-acc8-ce6c337b72d7 |DELETE|enrollmentProductBackend|deleteProductInfo|Begins|{"productName":"Mug","description":"coffee mug","cost":"44"} |{"x-trace-id":"3f1223db-da0d-4820-acc8-ce6c337b72d7","host":"localhost:3024","content-type":"application/json","content-length":"60"} |
Mon, 03 May 2021 11:42:05 GMT | DEBUG |3f1223db-da0d-4820-acc8-ce6c337b72d7 |DELETE|enrollmentProductBackend|deleteProductInfo|Success|{"affectedRows":1,"insertId":0,"warningStatus":0} | |
Mon, 03 May 2021 11:42:05 GMT | INFO |3f1223db-da0d-4820-acc8-ce6c337b72d7 |DELETE|enrollmentProductBackend|deleteProductInfo|Exits| | |
Mon, 03 May 2021 11:42:06 GMT | INFO |be872662-3748-41c3-9e36-c5e04f090a4b |DELETE|enrollmentProductBackend|deleteProductInfo|Begins|{"productName":"Mug","description":"coffee mug","cost":"44"} |{"x-trace-id":"be872662-3748-41c3-9e36-c5e04f090a4b","host":"localhost:3024","content-type":"application/json","content-length":"60"} |
Mon, 03 May 2021 11:42:06 GMT | DEBUG |be872662-3748-41c3-9e36-c5e04f090a4b |DELETE|enrollmentProductBackend|deleteProductInfo|Success|{"affectedRows":1,"insertId":0,"warningStatus":0} | |
Mon, 03 May 2021 11:42:06 GMT | INFO |be872662-3748-41c3-9e36-c5e04f090a4b |DELETE|enrollmentProductBackend|deleteProductInfo|Exits| | |
Mon, 03 May 2021 11:42:07 GMT | INFO |ce478156-b452-48ed-909d-b63cc3c153c3 |DELETE|enrollmentProductBackend|deleteProductInfo|Begins|{"productName":"Mug","description":"coffee mug","cost":"44"} |{"x-trace-id":"ce478156-b452-48ed-909d-b63cc3c153c3","host":"localhost:3024","content-type":"application/json","content-length":"60"} |
Mon, 03 May 2021 11:42:07 GMT | DEBUG |ce478156-b452-48ed-909d-b63cc3c153c3 |DELETE|enrollmentProductBackend|deleteProductInfo|Success|{"affectedRows":1,"insertId":0,"warningStatus":0} | |
Mon, 03 May 2021 11:42:07 GMT | INFO |ce478156-b452-48ed-909d-b63cc3c153c3 |DELETE|enrollmentProductBackend|deleteProductInfo|Exits| | |
Mon, 03 May 2021 11:42:08 GMT | INFO |c98a7423-e3fe-4f4d-915a-3e711ab35e79 |DELETE|enrollmentProductBackend|deleteProductInfo|Begins|{"productName":"Mug","description":"coffee mug","cost":"44"} |{"x-trace-id":"c98a7423-e3fe-4f4d-915a-3e711ab35e79","host":"localhost:3024","content-type":"application/json","content-length":"60"} |
Mon, 03 May 2021 11:42:08 GMT | DEBUG |c98a7423-e3fe-4f4d-915a-3e711ab35e79 |DELETE|enrollmentProductBackend|deleteProductInfo|Success|{"affectedRows":1,"insertId":0,"warningStatus":0} | |
Mon, 03 May 2021 11:42:08 GMT | INFO |c98a7423-e3fe-4f4d-915a-3e711ab35e79 |DELETE|enrollmentProductBackend|deleteProductInfo|Exits| | |
Mon, 03 May 2021 11:42:08 GMT | INFO |d87b4b75-e9a7-4544-9f57-e70d75d177ec |DELETE|enrollmentProductBackend|deleteProductInfo|Begins|{"productName":"Mug","description":"coffee mug","cost":"44"} |{"x-trace-id":"d87b4b75-e9a7-4544-9f57-e70d75d177ec","host":"localhost:3024","content-type":"application/json","content-length":"60"} |
Mon, 03 May 2021 11:42:08 GMT | DEBUG |d87b4b75-e9a7-4544-9f57-e70d75d177ec |DELETE|enrollmentProductBackend|deleteProductInfo|Success|{"affectedRows":1,"insertId":0,"warningStatus":0} | |
Mon, 03 May 2021 11:42:08 GMT | INFO |d87b4b75-e9a7-4544-9f57-e70d75d177ec |DELETE|enrollmentProductBackend|deleteProductInfo|Exits| | |
Mon, 03 May 2021 11:42:11 GMT | INFO |2f3cfd7f-5281-4869-8374-3c4942caed9c |GET|enrollmentProductBackend|getProductInfo|Begins|/v1/products |{"x-trace-id":"2f3cfd7f-5281-4869-8374-3c4942caed9c","host":"localhost:3024"} |
Mon, 03 May 2021 11:42:11 GMT | DEBUG |2f3cfd7f-5281-4869-8374-3c4942caed9c |GET|enrollmentProductBackend|getProductInfo|Success|[{"id":1,"product_name":"Mug","description":"Coffee Mug","cost":100,"date_manu":"2021-04-30T18:30:00.000Z"},{"id":2,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"}] | |
Mon, 03 May 2021 11:42:11 GMT | INFO |2f3cfd7f-5281-4869-8374-3c4942caed9c |GET|enrollmentProductBackend|getProductInfo|Exits| | |
Mon, 03 May 2021 11:42:16 GMT | INFO |84a18541-d4bd-41d6-9926-506be4b96d20 |DELETE|enrollmentProductBackend|deleteProductInfo|Begins|{"productName":"Mug","description":"coffee mug","cost":"44"} |{"x-trace-id":"84a18541-d4bd-41d6-9926-506be4b96d20","host":"localhost:3024","content-type":"application/json","content-length":"60"} |
Mon, 03 May 2021 11:42:16 GMT | DEBUG |84a18541-d4bd-41d6-9926-506be4b96d20 |DELETE|enrollmentProductBackend|deleteProductInfo|Success|{"affectedRows":1,"insertId":0,"warningStatus":0} | |
Mon, 03 May 2021 11:42:16 GMT | INFO |84a18541-d4bd-41d6-9926-506be4b96d20 |DELETE|enrollmentProductBackend|deleteProductInfo|Exits| | |
Mon, 03 May 2021 11:42:17 GMT | INFO |c9edcc1d-15bb-43ba-9b6c-21d57d0a184a |DELETE|enrollmentProductBackend|deleteProductInfo|Begins|{"productName":"Mug","description":"coffee mug","cost":"44"} |{"x-trace-id":"c9edcc1d-15bb-43ba-9b6c-21d57d0a184a","host":"localhost:3024","content-type":"application/json","content-length":"60"} |
Mon, 03 May 2021 11:42:17 GMT | DEBUG |c9edcc1d-15bb-43ba-9b6c-21d57d0a184a |DELETE|enrollmentProductBackend|deleteProductInfo|Success|{"affectedRows":1,"insertId":0,"warningStatus":0} | |
Mon, 03 May 2021 11:42:17 GMT | INFO |c9edcc1d-15bb-43ba-9b6c-21d57d0a184a |DELETE|enrollmentProductBackend|deleteProductInfo|Exits| | |
Mon, 03 May 2021 11:42:18 GMT | INFO |12114e11-c6a3-4c1c-87b5-3f8d35d348c9 |DELETE|enrollmentProductBackend|deleteProductInfo|Begins|{"productName":"Mug","description":"coffee mug","cost":"44"} |{"x-trace-id":"12114e11-c6a3-4c1c-87b5-3f8d35d348c9","host":"localhost:3024","content-type":"application/json","content-length":"60"} |
Mon, 03 May 2021 11:42:18 GMT | ERROR |12114e11-c6a3-4c1c-87b5-3f8d35d348c9 |DELETE|enrollmentProductBackend|deleteProductInfo|Error|[object Object] | |
Mon, 03 May 2021 11:42:18 GMT | INFO |12114e11-c6a3-4c1c-87b5-3f8d35d348c9 |DELETE|enrollmentProductBackend|deleteProductInfo|Exits| | |
Mon, 03 May 2021 11:42:42 GMT | INFO |undefined |DELETE|enrollmentProductBackend|deleteProductInfo|Begins|{"productName":"Mug","description":"coffee mug","cost":"44"} |{"content-type":"application/json","user-agent":"PostmanRuntime/7.26.8","postman-token":"35915bc7-9188-4f14-a94e-a940b9a8d892","host":"localhost:3024","accept-encoding":"gzip, deflate, br","content-length":"80"} |
Mon, 03 May 2021 11:42:42 GMT | ERROR |undefined |DELETE|enrollmentProductBackend|deleteProductInfo|Error|[object Object] | |
Mon, 03 May 2021 11:42:42 GMT | INFO |undefined |DELETE|enrollmentProductBackend|deleteProductInfo|Exits| | |
Mon, 03 May 2021 11:43:15 GMT | INFO | |Connected|server.js|server|ServerConnection|3024 | |
Mon, 03 May 2021 11:43:16 GMT | INFO | |Connected|dbConnection.js|DBConnection|DBConnection|DataBase Connected | |
Mon, 03 May 2021 11:43:26 GMT | INFO | |Connected|server.js|server|ServerConnection|3024 | |
Mon, 03 May 2021 11:43:26 GMT | INFO | |Connected|dbConnection.js|DBConnection|DBConnection|DataBase Connected | |
Mon, 03 May 2021 11:43:31 GMT | INFO |undefined |DELETE|enrollmentProductBackend|deleteProductInfo|Begins|{"productName":"Mug","description":"coffee mug","cost":"44"} |{"content-type":"application/json","user-agent":"PostmanRuntime/7.26.8","postman-token":"c2a09ef6-4de1-413e-8c7e-d865711e6eb0","host":"localhost:3024","accept-encoding":"gzip, deflate, br","content-length":"80"} |
Mon, 03 May 2021 11:43:31 GMT | ERROR |undefined |DELETE|enrollmentProductBackend|deleteProductInfo|Error|[object Object] | |
Mon, 03 May 2021 11:43:31 GMT | INFO |undefined |DELETE|enrollmentProductBackend|deleteProductInfo|Exits| | |
Mon, 03 May 2021 11:43:36 GMT | INFO |408b83a9-e64f-42a0-9226-b61bf54859e6 |DELETE|enrollmentProductBackend|deleteProductInfo|Begins|{"productName":"Mug","description":"coffee mug","cost":"44"} |{"x-trace-id":"408b83a9-e64f-42a0-9226-b61bf54859e6","host":"localhost:3024","content-type":"application/json","content-length":"60"} |
Mon, 03 May 2021 11:43:36 GMT | ERROR |408b83a9-e64f-42a0-9226-b61bf54859e6 |DELETE|enrollmentProductBackend|deleteProductInfo|Error|[object Object] | |
Mon, 03 May 2021 11:43:36 GMT | INFO |408b83a9-e64f-42a0-9226-b61bf54859e6 |DELETE|enrollmentProductBackend|deleteProductInfo|Exits| | |
Mon, 03 May 2021 11:44:51 GMT | INFO |3e249a5c-b05a-4cb9-82eb-37ace25164f3 |DELETE|enrollmentProductBackend|deleteProductInfo|Begins|{"productName":"Mug","description":"coffee mug","cost":"44"} |{"x-trace-id":"3e249a5c-b05a-4cb9-82eb-37ace25164f3","host":"localhost:3024","content-type":"application/json","content-length":"60"} |
Mon, 03 May 2021 11:44:51 GMT | ERROR |3e249a5c-b05a-4cb9-82eb-37ace25164f3 |DELETE|enrollmentProductBackend|deleteProductInfo|Error|[object Object] | |
Mon, 03 May 2021 11:44:51 GMT | INFO |3e249a5c-b05a-4cb9-82eb-37ace25164f3 |DELETE|enrollmentProductBackend|deleteProductInfo|Exits| | |
Mon, 03 May 2021 11:44:53 GMT | INFO |086dce02-12f5-495f-9a77-ba9a74b48c6d |DELETE|enrollmentProductBackend|deleteProductInfo|Begins|{"productName":"Mug","description":"coffee mug","cost":"44"} |{"x-trace-id":"086dce02-12f5-495f-9a77-ba9a74b48c6d","host":"localhost:3024","content-type":"application/json","content-length":"60"} |
Mon, 03 May 2021 11:44:53 GMT | ERROR |086dce02-12f5-495f-9a77-ba9a74b48c6d |DELETE|enrollmentProductBackend|deleteProductInfo|Error|[object Object] | |
Mon, 03 May 2021 11:44:53 GMT | INFO |086dce02-12f5-495f-9a77-ba9a74b48c6d |DELETE|enrollmentProductBackend|deleteProductInfo|Exits| | |
Mon, 03 May 2021 11:44:54 GMT | INFO |b5a5fd57-8037-4256-a44e-90c997d7eace |DELETE|enrollmentProductBackend|deleteProductInfo|Begins|{"productName":"Mug","description":"coffee mug","cost":"44"} |{"x-trace-id":"b5a5fd57-8037-4256-a44e-90c997d7eace","host":"localhost:3024","content-type":"application/json","content-length":"60"} |
Mon, 03 May 2021 11:44:54 GMT | ERROR |b5a5fd57-8037-4256-a44e-90c997d7eace |DELETE|enrollmentProductBackend|deleteProductInfo|Error|[object Object] | |
Mon, 03 May 2021 11:44:54 GMT | INFO |b5a5fd57-8037-4256-a44e-90c997d7eace |DELETE|enrollmentProductBackend|deleteProductInfo|Exits| | |
Mon, 03 May 2021 11:44:54 GMT | INFO |db528e0b-dd2e-4d0b-8645-65f7df930880 |DELETE|enrollmentProductBackend|deleteProductInfo|Begins|{"productName":"Mug","description":"coffee mug","cost":"44"} |{"x-trace-id":"db528e0b-dd2e-4d0b-8645-65f7df930880","host":"localhost:3024","content-type":"application/json","content-length":"60"} |
Mon, 03 May 2021 11:44:54 GMT | ERROR |db528e0b-dd2e-4d0b-8645-65f7df930880 |DELETE|enrollmentProductBackend|deleteProductInfo|Error|[object Object] | |
Mon, 03 May 2021 11:44:54 GMT | INFO |db528e0b-dd2e-4d0b-8645-65f7df930880 |DELETE|enrollmentProductBackend|deleteProductInfo|Exits| | |
Mon, 03 May 2021 11:44:55 GMT | INFO |6c75af2b-fe0f-4d25-9ef8-48550ee2d89f |DELETE|enrollmentProductBackend|deleteProductInfo|Begins|{"productName":"Mug","description":"coffee mug","cost":"44"} |{"x-trace-id":"6c75af2b-fe0f-4d25-9ef8-48550ee2d89f","host":"localhost:3024","content-type":"application/json","content-length":"60"} |
Mon, 03 May 2021 11:44:55 GMT | ERROR |6c75af2b-fe0f-4d25-9ef8-48550ee2d89f |DELETE|enrollmentProductBackend|deleteProductInfo|Error|[object Object] | |
Mon, 03 May 2021 11:44:55 GMT | INFO |6c75af2b-fe0f-4d25-9ef8-48550ee2d89f |DELETE|enrollmentProductBackend|deleteProductInfo|Exits| | |
Mon, 03 May 2021 11:44:57 GMT | INFO |bcd34f5c-ae9f-4e49-a4f9-a330970d537e |GET|enrollmentProductBackend|getProductInfo|Begins|/v1/products |{"x-trace-id":"bcd34f5c-ae9f-4e49-a4f9-a330970d537e","host":"localhost:3024"} |
Mon, 03 May 2021 11:44:57 GMT | ERROR |bcd34f5c-ae9f-4e49-a4f9-a330970d537e |GET|enrollmentProductBackend|getProductInfo|Error|TypeError: Cannot convert undefined or null to object | |
